Lab nr.	Matrix	Rapp.frist 01.02.21   Prøvested	LIMS NR	Unit1	Unit2	Unit3	Label	Data	Data>LOQ	LOQ	Unit	HalfLOD	Det_freq
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	PBT	"-0,0593"		"0,0593"	ng/L	"0,0297"	ND
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	PBEB	"-0,0323"		"0,0323"	ng/L	"0,0161"	ND
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	PBBZ	"-0,492"		"0,492"	ng/L	"0,246"	ND
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	HBB	"-0,192"		"0,192"	ng/L	"0,0960"	ND
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	DPTE	"-0,0253"		"0,0253"	ng/L	"0,0127"	ND
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	EHTBB	"-0,0353"		"0,0353"	ng/L	"0,0177"	ND
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	BTBPE	"-0,0586"		"0,0586"	ng/L	"0,0293"	ND
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	TBPH (BEH /TBP)	"-0,141"		"0,141"	ng/L	"0,0705"	ND
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	DBDPE	"-27,5"		"27,5"	ng/L	"13,8"	ND
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	SCCP	"11,6"	"11,6"		ng/L	"11,6"	>LOQ
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	MCCP	"21,6"	"21,6"		ng/L	"21,6"	>LOQ
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	"4,4-bis-A"	"-51,0"		"51,0"	ng/L	"25,5"	ND
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	"2,4-bis-A"	"-6,30"		"6,30"	ng/L	"3,15"	ND
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	Bis-FL	"-18,0"		"18,0"	ng/L	"9,00"	ND
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	Bis-B	"-12,0"		"12,0"	ng/L	"6,00"	ND
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	Bis-E	"-10,0"		"10,0"	ng/L	"5,00"	ND
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	"4,4-bis-S"	"-8,80"		"8,80"	ng/L	"4,40"	ND
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	"2,4-bis-S"	"-3,30"		"3,30"	ng/L	"1,65"	ND
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	"4,4-bis-F"	"-75,0"		"75,0"	ng/L	"37,5"	ND
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	"2,4-bis-F"	"-86,0"		"86,0"	ng/L	"43,0"	ND
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	"2,2-bis-F"	"-16,0"		"16,0"	ng/L	"8,00"	ND
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	bis-M	"-4,20"		"4,20"	ng/L	"2,10"	ND
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	bis-Z	"-18,0"		"18,0"	ng/L	"9,00"	ND
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	bis-AF	"-18,0"		"18,0"	ng/L	"9,00"	ND
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	bis-AP	"-9,40"		"9,40"	ng/L	"4,70"	ND
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	TBBPA	"-37,0"		"37,0"	ng/L	"18,5"	ND
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	4-tert-octylphenol	"-21,0"		"21,0"	ng/L	"10,5"	ND
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	4-octylphenol	"-27,0"		"27,0"	ng/L	"13,5"	ND
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	4-nonylphenol	"-45,0"		"45,0"	ng/L	"22,5"	ND
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	AO Mb1	"-86,0"		"86,0"	ng/L	"43,0"	ND
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	D4				ng/L		NA
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	D5				ng/L		NA
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	D6				ng/L		NA
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	M3T				ng/L		NA
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	52  Cr  [ He ]				ug/L		NA
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	56  Fe  [ He ]				ug/L		NA
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	60  Ni  [ He ]				ug/L		NA
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	63  Cu  [ He ]				ug/L		NA
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	66  Zn  [ He ]				ug/L		NA
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	75  As  [ He ]				ug/L		NA
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	107  Ag  [ No Gas ]	"-0,00600"		"0,00600"	ug/L	"0,00300"	ND
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	111  Cd  [ No Gas ]				ug/L		NA
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	121  Sb  [ No Gas ]				ug/L		NA
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	208  Pb  [ No Gas ]				ug/L		NA
20/1406	Renseanl. Vann	Bekkelaget	NR-2020-08172	ng/L	ug/L	ng/L	202  Hg  [ No Gas ]				ng/L		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	Fettprosent						NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PeCB				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	HCB				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PCB-18				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PCB-28				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PCB-31				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PCB-33				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PCB-37				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	Sum-TriCB				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PCB-47				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PCB-52				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PCB-66				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PCB-74				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	Sum-TetCB				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PCB-99				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PCB-101				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PCB-105				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PCB-114				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PCB-118				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PCB-122				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PCB-123				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	Sum-PenCB				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PCB-128				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PCB-138				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PCB-141				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PCB-149				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PCB-153				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PCB-156				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PCB-157				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PCB-167				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	Sum-HexCB				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PCB-170				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PCB-180				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PCB-183				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PCB-187				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PCB-189				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	Sum-HepCB				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PCB-194				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PCB-206				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PCB-209				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	Sum 7 PCB				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	Sum all PCB				ng/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	TBA	"-0,0315"		"0,0315"	ng/g	"0,0158"	ND
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PBDE-17	"0,237"	"0,237"		ng/g	"0,237"	>LOQ
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PBDE-28	"0,206"	"0,206"		ng/g	"0,206"	>LOQ
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PBDE-47	"4,70"	"4,70"		ng/g	"4,70"	>LOQ
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PBDE-49	"1,18"	"1,18"		ng/g	"1,18"	>LOQ
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PBDE-66	"0,132"	"0,132"		ng/g	"0,132"	>LOQ
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PBDE-71	"-0,0334"		"0,0334"	ng/g	"0,0167"	ND
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PBDE-77	"-0,0174"		"0,0174"	ng/g	"0,00870"	ND
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PBDE-85	"-0,276"		"0,276"	ng/g	"0,138"	ND
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PBDE-99	"4,22"	"4,22"		ng/g	"4,22"	>LOQ
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PBDE-100	"1,03"	"1,03"		ng/g	"1,03"	>LOQ
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PBDE-119	"-0,247"		"0,247"	ng/g	"0,123"	ND
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PBDE-126	"-0,180"		"0,180"	ng/g	"0,0900"	ND
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PBDE-138	"-0,135"		"0,135"	ng/g	"0,0675"	ND
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PBDE-153	"0,562"	"0,562"		ng/g	"0,562"	>LOQ
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PBDE-154	"0,293"	"0,293"		ng/g	"0,293"	>LOQ
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PBDE-156	"-0,180"		"0,180"	ng/g	"0,0900"	ND
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PBDE-183	"0,369"	"0,369"		ng/g	"0,369"	>LOQ
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PBDE-184	"-0,0656"		"0,0656"	ng/g	"0,0328"	ND
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PBDE-191	"-0,111"		"0,111"	ng/g	"0,0555"	ND
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PBDE-196	"2,14"	"2,14"		ng/g	"2,14"	>LOQ
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PBDE-197	"1,04"	"1,04"		ng/g	"1,04"	>LOQ
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PBDE-202	"1,22"	"1,22"		ng/g	"1,22"	>LOQ
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PBDE-206	"7,66"	"7,66"		ng/g	"7,66"	>LOQ
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PBDE-207	"7,67"	"7,67"		ng/g	"7,67"	>LOQ
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PBDE-209	150	150		ng/g	150	>LOQ
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	ATE (TBP-AE)	"0,620"	"0,620"		ng/g	"0,620"	>LOQ
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	a-TBECH	"0,481"	"0,481"		ng/g	"0,481"	>LOQ
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	b-TBECH	"0,313"	"0,313"		ng/g	"0,313"	>LOQ
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	g/d-TBECH	"-0,321"		"0,321"	ng/g	"0,161"	ND
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	BATE	"0,241"	"0,241"		ng/g	"0,241"	>LOQ
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PBT	"0,268"	"0,268"		ng/g	"0,268"	>LOQ
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PBEB	"0,221"	"0,221"		ng/g	"0,221"	>LOQ
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	PBBZ	"-0,684"		"0,684"	ng/g	"0,342"	ND
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	HBB	"0,786"	"0,786"		ng/g	"0,786"	>LOQ
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	DPTE	"-0,300"		"0,300"	ng/g	"0,150"	ND
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	EHTBB	"-8,00"		"8,00"	ng/g	"4,00"	ND
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	BTBPE	"1,19"	"1,19"		ng/g	"1,19"	>LOQ
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	TBPH (BEH /TBP)	"88,3"	"88,3"		ng/g	"88,3"	>LOQ
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	DBDPE	219	219		ng/g	219	>LOQ
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	SCCP	577	577		ng/g	577	>LOQ
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	MCCP	2710	2710		ng/g	2710	>LOQ
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	"4,4-bis-A"	401	401		ng/g	401	>LOQ
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	"2,4-bis-A"	"-1,60"		"1,60"	ng/g	"0,800"	ND
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	Bis-FL	"-4,40"		"4,40"	ng/g	"2,20"	ND
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	Bis-B	"-3,10"		"3,10"	ng/g	"1,55"	ND
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	Bis-E	"-2,80"		"2,80"	ng/g	"1,40"	ND
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	"4,4-bis-S"	"-3,90"		"3,90"	ng/g	"1,95"	ND
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	"2,4-bis-S"	"-0,800"		"0,800"	ng/g	"0,400"	ND
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	"4,4-bis-F"	"-19,0"		"19,0"	ng/g	"9,50"	ND
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	"2,4-bis-F"	"-22,0"		"22,0"	ng/g	"11,0"	ND
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	"2,2-bis-F"	"4,00"	"4,00"		ng/g	"4,00"	>LOQ
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	bis-M	"-1,10"		"1,10"	ng/g	"0,550"	ND
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	bis-Z	"-4,50"		"4,50"	ng/g	"2,25"	ND
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	bis-AF	"-4,60"		"4,60"	ng/g	"2,30"	ND
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	bis-AP	"-2,40"		"2,40"	ng/g	"1,20"	ND
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	TBBPA	"-9,20"		"9,20"	ng/g	"4,60"	ND
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	4-tert-octylphenol	"-4,30"		"4,30"	ng/g	"2,15"	ND
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	4-octylphenol	"-6,90"		"6,90"	ng/g	"3,45"	ND
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	4-nonylphenol	"-11,0"		"11,0"	ng/g	"5,50"	ND
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	AO Mb1	"-21,0"		"21,0"	ng/g	"10,5"	ND
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	D4	"44,6"	"44,6"		ng/g	"44,6"	>LOQ
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	D5	2710	2710		ng/g	2710	>LOQ
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	D6	838	838		ng/g	838	>LOQ
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	M3T	105	105		ng/g	105	>LOQ
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	52  Cr  [ He ]				ug/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	56  Fe  [ He ]				ug/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	60  Ni  [ He ]				ug/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	63  Cu  [ He ]				ug/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	66  Zn  [ He ]				ug/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	75  As  [ He ]				ug/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	107  Ag  [ No Gas ]	"1,40"	"1,40"		ug/g	"1,40"	>LOQ
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	111  Cd  [ No Gas ]				ug/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	121  Sb  [ No Gas ]				ug/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	208  Pb  [ No Gas ]				ug/g		NA
20/1407	Renseanl. Slam	Bekkelaget	NR-2020-08173	ng/g	ug/g	ng/g	202  Hg  [ No Gas ]				ng/g		NA
20/1408	Renseanl. Slam	Bekkelaget	NR-2020-08174	ng/g	ug/g	ng/g	Fettprosent						NA
20/1408	Renseanl. Slam	Bekkelaget	NR-2020-08174	ng/g	ug/g	ng/g	PeCB				ng/g		NA
20/1408	Renseanl. Slam	Bekkelaget	NR-2020-08174	ng/g	ug/g	ng/g	HCB				ng/g		NA
20/1408	Renseanl. Slam	Bekkelaget	NR-2020-08174	ng/g	ug/g	ng/g	PCB-18				ng/g		NA
20/1408	Renseanl. Slam	Bekkelaget	NR-2020-08174	ng/g	ug/g	ng/g	PCB-28				ng/g		NA
20/1408	Renseanl. Slam	Bekkelaget	NR-2020-08174	ng/g	ug/g	ng/g	PCB-31				ng/g		NA
20/1408	Renseanl. Slam	Bekkelaget	NR-2020-08174	ng/g	ug/g	ng/g	PCB-33				ng/g		NA
20/1408	Renseanl. Slam	Bekkelaget	NR-2020-08174	ng/g	ug/g	ng/g	PCB-37				ng/g		NA
20/1408	Renseanl. Slam	Bekkelaget	NR-2020-08174	ng/g	ug/g	ng/g	Sum-TriCB				ng/g		NA
20/1408	Renseanl. Slam	Bekkelaget	NR-2020-08174	ng/g	ug/g	ng/g	PCB-47				ng/g		NA
20/1408	Renseanl. Slam	Bekkelaget	NR-2020-08174	ng/g	ug/g	ng/g	PCB-52				ng/g		NA
20/1408	Renseanl. Slam	Bekkelaget	NR-2020-08174	ng/g	ug/g	ng/g	PCB-66				ng/g		NA
20/1408	Renseanl. Slam	Bekkelaget	NR-2020-08174	ng/g	ug/g	ng/g	PCB-74				ng/g		NA
20/1408	Renseanl. Slam	Bekkelaget	NR-2020-08174	ng/g	ug/g	ng/g	Sum-TetCB				ng/g		NA
20/1408	Renseanl. Slam	Bekkelaget	NR-2020-08174	ng/g	ug/g	ng/g	PCB-99				ng/g		NA
20/1408	Renseanl. Slam	Bekkelaget	NR-2020-08174	ng/g	ug/g	ng/g	PCB-101				ng/g		NA
20/1408	Renseanl. Slam	Bekkelaget	NR-2020-08174	ng/g	ug/g	ng/g	PCB-105				ng/g		NA
20/1408	Renseanl. Slam	Bekkelaget	NR-2020-08174	ng/g	ug/g	ng/g	PCB-114				ng/g		NA
20/1408	Renseanl. Slam	Bekkelaget	NR-2020-08174	ng/g	ug/g	ng/g	PCB-118				ng/g		NA
20/1408	Renseanl. Slam	Bekkelaget	NR-2020-08174	ng/g	ug/g	ng/g	PCB-122				ng/g		NA
20/1408	Renseanl. Slam	Bekkelaget	NR-2020-08174	ng/g	ug/g	ng/g	PCB-123				ng/g		NA
20/1408	Renseanl. Slam	Bekkelaget	NR-2020-08174	ng/g	ug/g	ng/g	Sum-PenCB				ng/g		NA
20/1408	Renseanl. Slam	Bekkelaget	NR-2020-08174	ng/g	ug/g	ng/g	PCB-128				ng/g		NA
20/1408	Renseanl. Slam	Bekkelaget	NR-2020-08174	ng/g	ug/g	ng/g	PCB-138				ng/g		NA
20/1408	Renseanl. Slam	Bekkelaget	NR-2020-08174	ng/g	ug/g	ng/g	PCB-141				ng/g		NA
20/1408	Renseanl. Slam	Bekkelaget	NR-2020-08174	ng/g	ug/g	ng/g	PCB-149				ng/g		NA
20/1408	Renseanl. Slam	Bekkelaget	NR-2020-08174	ng/g	ug/g	ng/g	PCB-153				ng/g		NA
20/1408	Renseanl. Slam	Bekkelaget	NR-2020-08174	ng/g	ug/g	ng/g	PCB-156				ng/g		NA
20/1408	Renseanl. Slam	Bekkelaget	NR-2020-08174	ng/g	ug/g	ng/g	PCB-157				ng/g		NA
